id,username,created_at,lng,lat,text
1514074235483791362,TheBakedClam,Wed Apr 13 02:53:22 +0000 2022,-121.469664,38.561722,Happy 5th wedding Anniversary https://t.co/gZQEHWtMJv
1514074236490502145,sprawldos,Wed Apr 13 02:53:22 +0000 2022,-85.7223455,38.195555,April and the whole birth control thing is…….whew……. #TheUltimatium
1514074236683538433,soniafarooq,Wed Apr 13 02:53:22 +0000 2022,-87.8492,41.4987,"Just posted a photo @ Frankfort, Illinois https://t.co/46dq3Q8Bpu"
1514074237102964737,chrishofley,Wed Apr 13 02:53:22 +0000 2022,-75.8001415,45.248791,@Yoda4ever What a hoot
1514074237182656516,erinkunn,Wed Apr 13 02:53:22 +0000 2022,-90.011008,29.982601,😮‍💨 Breaks my heart to switch to iPhone but I will give her a try for one year. Galaxy is forever my baby though.
1514074237274796032,realadamqureshi,Wed Apr 13 02:53:22 +0000 2022,-122.54480649999999,37.908167000000006,@thehill Putin Biden destroying the world
1514074237962661895,MillserMcDuff,Wed Apr 13 02:53:23 +0000 2022,-118.4119065,34.0207895,Thank you for that.
1514074238109589506,Wh1pper,Wed Apr 13 02:53:23 +0000 2022,-77.073729,39.1470915,"@SourPickle_ball I’m super competitive, can’t play softball anymore, and I don’t like golf."
1514074238637920258,WadeBWard,Wed Apr 13 02:53:23 +0000 2022,-118.4119065,34.0207895,@Toniconfid Heckuva cast and a great script
1514074239061544965,lightiberiusETH,Wed Apr 13 02:53:23 +0000 2022,-105.12331950000001,39.685852,Just wish I didn't say 'yes' so much that I have to keep turning down other offers.
1514074239120384001,TUFAWON,Wed Apr 13 02:53:23 +0000 2022,-93.2620465,44.9706105,Who got a link to this wolves game? My roommate was supposed to be here to stream it but he’s ima
1514074239346741249,Angeloj,Wed Apr 13 02:53:23 +0000 2022,-122.2564865,37.435815500000004,"@MayoIsSpicyy You know the type, they hide in the shadows, lurk in the closet.. live in the south.."
1514074240038977541,DarlingChristie,Wed Apr 13 02:53:23 +0000 2022,-93.1056485,44.9415155,@JunkfoodCinema *chuckles* Absolutely. Even when their kid is 45yrs old. I'm truly in awe.
1514074240105992203,majornija,Wed Apr 13 02:53:23 +0000 2022,-84.433106,33.7671945,Our gun store is going to be thick tomorrow.
1514074242685579270,amybarnes_usa,Wed Apr 13 02:53:24 +0000 2022,-83.1738665,32.6782075,@timi 😂😭 That's enough gas money for a loan to have to be taken out.
1514074243335655425,UKmmfiji,Wed Apr 13 02:53:24 +0000 2022,-77.26434,39.170111500000004,I'm pretty sure she requested oxygen after the stairs #HouseHunters
1514074244384239621,KMooreTV,Wed Apr 13 02:53:24 +0000 2022,-93.276095,44.979463,Oh boy this second half will be fun
1514074245369843716,HRSL,Wed Apr 13 02:53:24 +0000 2022,-71.0887125,42.3136695,"@OfficialC9ent Pull the content from the internet, and start fresh. The rewrite isn’t enough. It’s still too close."
1514074245898321925,RobertP32730809,Wed Apr 13 02:53:25 +0000 2022,-78.94820849999999,43.748101500000004,"@ksummers7 @Sifill_LDF If I'm not mistaken being Christian is neither left nor right..if so, explain yourself..or b… https://t.co/dhiOuk0x1u"
1514074246326075392,IrreverentDuo,Wed Apr 13 02:53:25 +0000 2022,-104.980249,39.8948035,Right. There is that
1514074246200401934,ElhoimLeafar,Wed Apr 13 02:53:25 +0000 2022,-73.957175,40.64611,👑🎶 @Mikasounds was so incredible 😍👑🕺🏽 #Mika #ForTheRiteOfSpring https://t.co/QugPH7biqY
1514074247185936384,ButcherBoy415,Wed Apr 13 02:53:25 +0000 2022,-122.4359785,37.7706565,Young glove at the SFG game? 👀
1514074247265669120,Pollyesther34,Wed Apr 13 02:53:25 +0000 2022,-97.94828100000001,35.0329435,"@JeebusFriedRice @XavierDLeau In What manner does she season it?I season mine, probably very different though."
1514074247605407746,Bradenz11,Wed Apr 13 02:53:25 +0000 2022,-97.552161,35.4828435,Give him the Golden Spikes!
1514074247617941509,alexcoheninla,Wed Apr 13 02:53:25 +0000 2022,-118.40026399999999,33.9166485,"@philiplord Next time I get tickets to the Spectrum skybox, I know who I’m calling!!!"
1514074249560002563,alec_creasy,Wed Apr 13 02:53:25 +0000 2022,-85.9785995,35.8305215,@CatfishIce heck i’ve got the game on. go lightning
1514074250050621440,Tynezphoto,Wed Apr 13 02:53:26 +0000 2022,-118.4119065,34.0207895,@shotbyemma Gm Gm
1514074249752977409,Josexxxluis,Wed Apr 13 02:53:25 +0000 2022,-96.69093699999999,32.9644845,@WL_Frost Aht aht hold on now.. https://t.co/1vVXLHc9hd
1514074250268794885,Michael60626,Wed Apr 13 02:53:26 +0000 2022,-87.732013,41.8335845,@SlymasterSteven @TslaftwEli @unscriptedmike Radicalized wokster is going baths-t crazy about losing control of cen… https://t.co/XOCr24gOyI
1514074250344386573,4PFjoey,Wed Apr 13 02:53:26 +0000 2022,-81.1850665,28.529141000000003,Lmaoo let’s hear it
1514074250226794498,Ralliney,Wed Apr 13 02:53:26 +0000 2022,-122.26678749999999,37.554668,Somewhat Lebron Jamesesque there...
1514074251006984197,MabenMaroon,Wed Apr 13 02:53:26 +0000 2022,-89.87644900000001,32.571032,@nivamon @RikHavic South American drug cartels to establish significant and elaborate methods and routes to peddle… https://t.co/RuU0Gh5EMN
1514074251300540417,Blkhippeee,Wed Apr 13 02:53:26 +0000 2022,-111.928142,33.392883999999995,I want a camera man
1514074251367796741,RareCamellia,Wed Apr 13 02:53:26 +0000 2022,-91.16451950000001,38.220552,"To be fair, I am grateful that there was at least someplace open for food since I had not eaten all day. Well, exce… https://t.co/S1ocz9lSwD"
1514074252068093952,lidiasiny,Wed Apr 13 02:53:26 +0000 2022,-100.29359149999999,25.6417185,MARIAAAAAAAAAA
1514074253007769605,NaetenMitchell,Wed Apr 13 02:53:26 +0000 2022,-97.4060975,31.1104765,Any and every offer is a blessing. Some folks seem to lose sight of that.I Stay grateful and stay humble!
1514074253020196864,As_Fan_Radio,Wed Apr 13 02:53:26 +0000 2022,-122.2286855,37.791994,"@SugarDogster Fuck no, lol."
1514074253259386882,_rebstein_,Wed Apr 13 02:53:26 +0000 2022,-71.06456833,42.35037272,@lorde puts on a great all-around show! Glad we were part of the “real ones” who got our tickets within 2.5 minutes… https://t.co/03YMD6ah9O
1514074253800325120,jordancabiling,Wed Apr 13 02:53:26 +0000 2022,-119.30660750000001,37.2691755,DLo on fire rn
1514074254446407685,coachowe,Wed Apr 13 02:53:27 +0000 2022,-93.3767715,38.2420295,⚾️ D'Angelo Ramirez tosses a 5 inn no-no in JBMS (Warsaw) 11-1 win over Versailles. Burnworth led the offense with… https://t.co/mOROegJjPX
1514074255046201348,cnoteworthy,Wed Apr 13 02:53:27 +0000 2022,-100.0768885,31.1688935,@0330LLC Roger
1514074255683723267,Brent_Wentz,Wed Apr 13 02:53:27 +0000 2022,-80.86455649999999,35.568434499999995,@REradiogod @MillbridgeRacin @zmaxraceproduc1 @PUB49 @REradioz Is there a Tread/Body Width rule on those little car… https://t.co/ihiDExgvL1
1514074256660905986,___babydee,Wed Apr 13 02:53:27 +0000 2022,-76.62048200000001,39.284712999999996,I’m furrred🥹😭
1514074256673370112,ahornywhiteboi,Wed Apr 13 02:53:27 +0000 2022,-117.21791999999999,33.921924000000004,Damn @111_ir is that you??
